,originalTitle,director,startYear,runtimeMinutes,genre1,genre2,genre3,overview,popularity,ID
3129,De toutes nos forces,Nils Tavernier,2013,86,Drame,sport,,"Julien, 17 ans, est en fauteuil roulant à cause d'une paralysie cérébrale. Malgré leur amour pour lui, sa famille se désagrège peu à peu sous la pression de son handicap. Afin de créer des liens avec son père, Julien le met au défi de participer avec lui à la course Ironman de Nice (Côte d'Azur), un triathlon auquel son père a déjà participé.",4.212,https://m.media-amazon.com/images/M/MV5BM2NmMjJhY2MtZjkyYy00YWQ4LWI3ODQtZjIxODBkMmM1NjE0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
3130,Au nom du fils,Vincent Lannoo,2012,80,Drame,,,"Elisabeth, mère catholique et épouse aimante, consacre sa vie au service des autres. Sa vie change lorsqu'elle découvre que son fils est agressé par un prêtre.",1.869,https://m.media-amazon.com/images/M/MV5BMjI1NzE4MDc1MV5BMl5BanBnXkFtZTgwNjI0OTU3MzE@._V1_.jpg
3131,Blockbuster,July Hygreck,2018,85,Comédie,,,"Largué à cause d'une vidéo qu'il a réalisée pour amuser son père malade, Jérémy, malade de cœur, élabore un plan élaboré pour reconquérir sa petite amie amoureuse des super-héros, Lola.",1.4,https://m.media-amazon.com/images/M/MV5BODk2MjY0OTYtZTQ3OC00NWQ0LThjNzAtOGNjMjQxOWZiYmZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
3132,Aux yeux des vivants,,2014,90,Horreur,Thriller,,Trois adolescents sèchent l'école pour explorer un studio de cinéma abandonné où ils aperçoivent une femme traînée par un homme masqué.,6.918,https://m.media-amazon.com/images/M/MV5BNzhjYmRjZTItMjI2Mi00MzIwLTllMjQtMWFmMWM1NTg2OTFkXkEyXkFqcGdeQXVyMTA0MzA1MzQy._V1_.jpg
3133,Attila Marcel,Sylvain Chomet,2013,106,Comédie,Drame,Musique,"Paul est un gentil garçon-enfant, élevé – et étouffé – par ses deux tantes excentriques à Paris depuis la mort de ses parents alors qu'il était tout petit. Aujourd'hui âgé de trente-trois ans, il ne parle toujours pas. Les tantes de Paul n'ont qu'un rêve pour lui : gagner des concours de piano. Bien que Paul pratique consciencieusement, il reste insatisfait jusqu’à ce qu’il se soumette aux interventions de son voisin du dessus. Bien nommée en l'honneur du romancier, Madame Proust propose à Paul une concoction qui libère les souvenirs refoulés de son enfance et éveille les fantasmes les plus délicieux.",5.823,https://m.media-amazon.com/images/M/MV5BYWZjMjI4MzgtMDY4Ny00ZGIyLTk4OWUtNDg4MjhmNDllMjkyL2ltYWdlXkEyXkFqcGdeQXVyMTIzMTUxMjU@._V1_.jpg
3134,Wahou!,Bruno Podalydès,2023,90,Comédie,,,(),2.424,https://m.media-amazon.com/images/M/MV5BMjk5YjRkMjctNDE5Ni00OGE3LWEwZjgtOTVjN2Y1YzIyZTRlXkEyXkFqcGdeQXVyMTE5NTM5NTU5._V1_.jpg
3135,Divin enfant,Olivier Doran,2014,84,Comédie,,,(),1.176,https://m.media-amazon.com/images/M/MV5BOWY1YWZiZmItMDQ1Ni00OTlkLTlkMDYtMDYzOWE4MDNlN2Y2XkEyXkFqcGdeQXVyMTYyNTQzNTE@._V1_.jpg
3136,Les brigands,,2015,84,Crime,,,(),1.4,https://m.media-amazon.com/images/M/MV5BY2MyZGQwZTYtMzJkMi00ZDU2LWJkZjUtYzdiMTA2NGEwZmUwXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_.jpg
3137,La jalousie,Philippe Garrel,2013,77,Drame,,,"Les courants croisés professionnels et émotionnels entre deux acteurs de théâtre enlacés romantiquement, interprétés par le fils du metteur en scène Louis et Anna Mouglalis.",6.027,https://m.media-amazon.com/images/M/MV5BZDY1N2JlOGMtMzc1NC00ZjE5LThlNjMtYWJlNWVkMTRiYTc5XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
3138,L'origine de la violence,Élie Chouraqui,2016,116,Drame,Romance,,Un professeur de français fait une découverte surprenante lors d'un voyage à Buchenwald.,2.618,https://m.media-amazon.com/images/M/MV5BZDI5YmUzYTItZTBjMS00Mzk3LThiMzktNDNhNmEwY2I2MzQ1XkEyXkFqcGdeQXVyNDkwNTA3Njg@._V1_.jpg
3139,Super bourrés,Bastien Milheau,2023,79,Comédie,,,Janus est un jeune lycéen qui rêve de quitter sa campagne natale ravagée par l'isolement et l'alcoolisme. Son quotidien bascule le jour où il découvre une distillerie artisanale cachée dans la cave de son grand-père.,1.888,https://m.media-amazon.com/images/M/MV5BYzYxYmJkZTItMzJmNS00Nzc1LTg3NjQtY2U2MDE1ZTUwYmFjXkEyXkFqcGdeQXVyODQ2MzYyNzU@._V1_.jpg
3140,La stratégie de la poussette,Clément Michel,2012,90,Comédie,,,"Quand Thomas Platz devient soudain le tuteur d'un bébé - puis se fait passer pour son vrai père afin de reconquérir Marie, la petite amie qui l'a largué un an auparavant. Coincé entre rester un enfant pour toujours et prouver qu'il est prêt à franchir les prochaines étapes du mariage et de la famille avec l'amour de sa vie, Thomas se lance dans une aventure étonnamment hilarante faisant croire à la fille de ses rêves qu'il a changé.",6.807,https://m.media-amazon.com/images/M/MV5BZmNhZThjZjQtY2QxYy00OGYwLTgxMGUtODY5MGQxNDFlNDRjXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
3141,La cité rose,Julien Abraham,2012,97,Comédie,Crime,Drame,"Mitraillette a 12 ans et vit à Rose City, un lotissement qu'il ne quitterait pour rien au monde. Son univers tout entier est constitué de sa famille, en particulier de sa cousine Isma, 16 ans, qui s'est pris d'affection pour Narcisse, le chef du crime local. Son frère aîné Djibril a 22 ans, étudiant à la Sorbonne qui rêve de devenir avocat. Quant à Mitraillette, il lorgne sur Océane, la plus belle fille de son école...",4.495,https://m.media-amazon.com/images/M/MV5BMTgyMjM5MzkxNV5BMl5BanBnXkFtZTgwNDcyNjcxMDE@._V1_.jpg
3142,La confrérie des larmes,Jean-Baptiste Andrea,2013,95,Thriller,,,"Gabriel Chevalier, 45 ans, est un ancien policier. Au chômage, seul et déprimé, il vit comme un fantôme et s'occupe à peine de sa seule adolescente, Juliette. Un jour, par pur hasard, il trouve un travail suspect mais extrêmement bien rémunéré : sa mission quotidienne consiste à livrer une mallette exactement là où on lui dit. La seule règle étant de ne jamais l'ouvrir. Ces livraisons vont l'amener à rencontrer des gens bizarres dans des endroits étranges. Petit à petit, son instinct de flic refait surface...",3.388,https://m.media-amazon.com/images/M/MV5BZGNkNGU0YjUtNTBiNy00ZDFhLThhMjYtZTAxZGMwYzNkZjc4XkEyXkFqcGdeQXVyMjU4Nzc0Njg@._V1_.jpg
3143,Rock the Casbah,Laïla Marrakchi,2013,100,Comédie,Drame,,"Toute la famille est réunie lorsque Sofia revient pour les funérailles de son père. Rapidement, des problèmes intérieurs se révèlent.",4.51,https://m.media-amazon.com/images/M/MV5BNmM2ODU0YjQtMjEyOS00YTk2LWE3NzYtOWQ3MDhhNmMxZTgyXkEyXkFqcGdeQXVyMjI4NzAzNjg@._V1_.jpg
3144,La crème de la crème,Kim Chapiron,2014,90,Comédie,Drame,,"Kelly, Dan et Louis sont étudiants dans une prestigieuse école de commerce, destinée à devenir l'élite de demain. Le trio industrieux est déterminé à commencer à mettre en pratique son éducation dès le départ dans le but de gagner autant d’argent que possible grâce à ses camarades étudiants. Partant de la théorie selon laquelle les relations entre les sexes peuvent être régulées par les principes du marché, ils commencent à gonfler artificiellement la popularité de certains individus, en embauchant de belles et sexy femmes hors campus comme rendez-vous pour des soirées universitaires exclusives et tumultueuses. Cependant, leur modèle économique parfait devient rapidement incontrôlable alors que leur projet lucratif prend un essor considérable sur le campus.",5.893,https://m.media-amazon.com/images/M/MV5BOWI2OTdkMDgtNGEyNC00NTUyLTk1NzMtNjRlM2FiN2Q0NWVjXkEyXkFqcGdeQXVyMjA2MTE0NzM@._V1_.jpg
3145,Boule & Bill,,2013,82,Comédie,Famille,,"Buddy est un jeune cocker abandonné qui attend tristement dans sa cage qu'un nouveau propriétaire aimable l'adopte. Soudain, apparaît Billy, un petit garçon dont les cheveux sont aussi roux que ceux de Buddy. C'est le coup de foudre et le début d'une grande amitié. Mais pour les parents de Billy, c'est là que les ennuis commencent.",6.381,https://m.media-amazon.com/images/M/MV5BMTQ1ODk1NjY4N15BMl5BanBnXkFtZTgwMDEzNjcwMDE@._V1_.jpg
3146,Ma nouvelle Héloïse,Francis Reusser,2012,87,Drame,,,(),0.6,https://m.media-amazon.com/images/M/MV5BMWI2NTk4MGMtMjU1OC00NTA0LTlkMGYtZWExMTcwNWYzOGMyXkEyXkFqcGdeQXVyNTIzMzk5NQ@@._V1_.jpg
3147,À coup sûr,Delphine de Vigan,2014,91,Comédie,,,"Elevée dans la croyance en la performance et dans l'idée que toutes les capacités doivent être optimisées, Emma est une jeune femme méthodique qui apparaît déterminée et relativement sûre d'elle. Mais deux échecs consécutifs (réels ou imaginaires) lui font croire qu'elle a un vrai problème : elle est inutile au lit. Parce qu'elle est plus fragile qu'elle n'en a l'air, Emma décide donc de devenir... la meilleure laïque de Paris ! Elle se lance alors dans un formidable plan d'action (théorie, pratique, validation des acquis), qui ne tarde pas à provoquer une série d'incompréhensions et de désastres dans son voisinage immédiat. D'une part, sa méthode ne s'avère pas vraiment adaptée à son domaine d'investigation. Et Emma a sans doute aussi oublié un petit détail : l'amour n'obéit à aucun plan. Dans cette quête absurde et dingue, Emma va apprendre à lâcher prise, à perdre le contrôle et, enfin, à conquérir sa liberté.",3.715,https://m.media-amazon.com/images/M/MV5BNTNjYWZlYWUtNDJiZi00YmYxLWExNWMtMjAxZTVhMmU0NWQ5XkEyXkFqcGdeQXVyMzgzMjg5OTk@._V1_.jpg
3148,Feu: Crazy Horse Paris,Bruno Hullin,2012,90,Documentaire,Musical,,"Une performance capturée par le cabaret nu parisien Crazy Horse, dans un spectacle surréaliste dirigé par le créateur de chaussures français Christian Louboutin. Louboutin qualifie le Crazy Horse de « monument emblématique de Paris, un monument de la danse, une idée moderne et onirique de la célébration de la femme pour les femmes ».",1.476,https://m.media-amazon.com/images/M/MV5BNGUwZmMxYWYtYmE2NC00OTVlLWI4MjAtMTUzZWVhMjA3YmYwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
3149,"Salaud, on t'aime.",Claude Lelouch,2014,124,Comédie,Drame,Romance,"Photographe de guerre et père absent, qui passe plus de temps à s'occuper de son appareil photo que ses quatre filles, il mène une vie heureuse dans les Alpes avec sa nouvelle petite amie. Mais sa vie bascule le jour où son meilleur ami tente de le réconcilier avec sa famille en leur racontant un gros mensonge.",3.83,https://m.media-amazon.com/images/M/MV5BZGZhODNkYWItN2I1NS00YTdlLWEwM2EtZmRkN2U5YTVkMjUzXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_.jpg
3150,L'étoile du jour,Sophie Blondy,2012,99,Drame,,,"Un petit cirque arrive dans une zone côtière de la mer du Nord : l'endroit semble plutôt inquiétant et le public est assez rare. Mais malgré tout cela, la vie des artistes est animée par des sentiments nés sous le chapiteau du cirque, et qui se vivent souvent dans le secret de leurs roulottes. La ballerine Angèle a une liaison avec Elliot, le clown de la compagnie tourmenté par sa conscience ; mais elle est aussi courtisée par Heroy, le directeur du cirque ; c'est un homme cruel et potentiellement dangereux qui est prêt à la convaincre en recourant aux pouvoirs du magicien Zephyr.",1.4,https://m.media-amazon.com/images/M/MV5BZmI4MjhkNTItYzVkOC00NmNiLWI1OTItOTI0N2M2YjExNmY3XkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_.jpg
3151,Les yeux jaunes des crocodiles,Cécile Telerman,2014,118,Drame,,,"Deux sœurs, leurs familles, et des vies parfois compliquées.",7.495,https://m.media-amazon.com/images/M/MV5BNmFkMTNhNzItYzkzOC00ZjUwLThmZWEtMDZhYjc0NGQ0NDA1XkEyXkFqcGdeQXVyNjE2MzYxMDQ@._V1_.jpg
3152,Belle comme la femme d'un autre,Catherine Castel,2014,90,Comédie,Romance,,"Clémence est pathologiquement jalouse. Gabriel lui a demandé de l'épouser. Pour tester s'il est fidèle, à son insu elle fait en sorte qu'il croise la route de la belle Olivia...",3.472,https://m.media-amazon.com/images/M/MV5BNjUxYmI4NDUtNjg5ZS00NGJmLWEzOTUtN2VmZmViOGI0ZjBlXkEyXkFqcGdeQXVyMTYyNTQzNTE@._V1_.jpg
3153,La belle vie,Jean Denizot,2013,93,Aventure,Drame,Romance,"Sylvain et Pierre fuient la justice depuis qu'une bataille pour la garde avec leur mère a poussé leur père Yves à se cacher il y a dix ans. Mais maintenant qu’ils sont plus âgés, les deux frères sont fatigués de la route et désireux de profiter des avantages de la vie de jeune adulte. Lorsque les autorités découvrent où ils se trouvent, ils sont à nouveau contraints de déménager et Pierre, l'aîné, disparaît. Seul avec son père sur une île de la Loire, Sylvain rencontre Gilda : sa première fille, son premier béguin et la première étape sur le chemin de « la belle vie » : la sienne.",1.682,https://m.media-amazon.com/images/M/MV5BMDY2ZmVkNDYtNzIzOC00NDlkLTk4ZTQtMmNjMDBjNDkyMTg0XkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_.jpg
3154,La vie de Bouddha,,2003,90,Documentaire,,,"En fait, l'homme qui est devenu connu sous le nom de Bouddha, terme qui vient du sanskrit et signifie lit, était Siddhartha Gautama, fils du roi Suddhodan, né vers 566 avant JC dans un village au pied de l'Himalaya. La famille du futur Bouddha appartenait à la tribu Sakya, d’où le surnom de Sakyamuni. Dans la vallée de Katmandou au Népal se trouve encore la tribu bouddhiste Sakya à qui l'histoire de Siddhartha est transmise oralement depuis des milliers d'années. Ce documentaire nous emmène dans les mêmes lieux où il a passé sa vie confronté aux légendes, aux découvertes archéologiques récentes et aux sources historiques.",0.651,https://m.media-amazon.com/images/M/MV5BZGMxMjczMTEtOTcwMC00YTA5LWFkMzgtNTg3MzU4ZmNkYjkyXkEyXkFqcGdeQXVyNjY3NjI1MDQ@._V1_.jpg
3155,Le fidèle,Michaël R. Roskam,2017,130,Crime,Drame,Romance,"Lorsque Gino rencontre la pilote automobile Bénédicte, c'est le coup de foudre. Mais Gino a un secret. Le genre de secret qui peut mettre leur vie en danger.",8.637,https://m.media-amazon.com/images/M/MV5BYWFlOTQyNGYtNjBkMC00NzE0LWJmNTMtMDM2NThjODI5MThlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
3156,À jamais,Benoît Jacquot,2016,86,Drame,,,"Laura vit sur une côte isolée, dans une maison louée, où elle rencontre un homme étrange et sans âge, un homme avec une connaissance étrange de sa propre vie. Ensemble, ils entament un voyage dans le désert du temps, de l'amour et de la perception humaine.",1.918,https://m.media-amazon.com/images/M/MV5BMTRiYzY0MmYtNzNiMi00ZTIwLTllMTUtOTQ1ODE5YjQxN2NiXkEyXkFqcGdeQXVyNjg1NTY4MA@@._V1_.jpg
3157,Dans la cour,Pierre Salvadori,2014,97,Comédie,Drame,,"Antoine est musicien. La quarantaine, il décide subitement de mettre un terme à sa carrière. Après quelques jours d'errance, il obtient un emploi de concierge. Mathilde habite l'ancien immeuble de l'est parisien où il prend ses fonctions. Il s'agit d'un jeune retraité, généreux et impliqué, qui partage son temps entre ses activités associatives et la vie de la copropriété. Une nuit, elle découvre une inquiétante fissure sur le mur de son salon. Petit à petit, son anxiété se transforme en panique et si l'immeuble s'effondre... Petit à petit, Antoine se lie d'amitié avec la femme qu'il craignait de voir sombrer dans la folie. Entre dérapages et inquiétudes, tous deux forment un tandem maladroit, humoristique et solidaire qui permettra, peut-être, de traverser cette mauvaise passe.",4.718,https://m.media-amazon.com/images/M/MV5BMTk0OTc0YTEtMzljOS00MDBiLTkyNjctOWE2MjVhNTI1M2RmXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
3158,Lulu femme nue,Sólveig Anspach,2013,84,Comédie,Drame,Romance,"Après un entretien d'embauche qui a mal tourné, Lulu met les voiles, laissant derrière elle son mari et ses trois enfants. Mais être un aventurier est plus facile à dire qu’à faire.",3.637,https://m.media-amazon.com/images/M/MV5BMTNmMzc2N2MtNDIxYy00NDA5LWE2MTUtYTI3N2M0ZmEwNGU0XkEyXkFqcGdeQXVyMzE2ODIxNA@@._V1_.jpg
3159,Marie-Line et son juge,Jean-Pierre Améris,2023,103,Comédie,Drame,,"Marie-Line a 20 ans. Même si elle n'a connu que des petits boulots et une vie précaire, Marie-Line est un véritable rayon de soleil. Sa rencontre avec un juge grincheux et déprimé, qui décide de l'embaucher comme chauffeur, va bouleverser sa vie.",2.131,https://m.media-amazon.com/images/M/MV5BNGMwYjc0NjgtOGM2Ny00ZGE5LThlN2ItMjU4NmFjMmY4YWYxXkEyXkFqcGdeQXVyMTYzMzQ3NzAy._V1_.jpg
3160,Les choses simples,Éric Besnard,2023,95,Comédie,,,"Vincent est un célèbre entrepreneur à succès. Un jour, une panne de voiture sur une route de montagne interrompt temporairement son mode de vie effréné. Pierre, qui vit à l'écart du monde moderne au milieu d'une nature sublime, lui vient en aide et lui offre son hospitalité. La rencontre entre ces deux hommes opposés va bouleverser leurs croyances respectives et ils se surprendront à rire. La question est... au fond, vivent-ils vraiment chacun la vie qu'ils souhaitent vivre ?",3.361,https://m.media-amazon.com/images/M/MV5BOGI5MzZhMjYtNTgyMi00MjgxLTk3ODYtYjgzZTdkYzczNzY0XkEyXkFqcGdeQXVyMjAxNjM0OA@@._V1_.jpg
3161,Pas très normales activités,Maurice Barthélémy,2013,80,Comédie,,,(),4.735,https://m.media-amazon.com/images/M/MV5BNzFiODdmNDItY2VhOC00Yzg2LWJlOGEtYTFmZjUyNmQ5ODIwXkEyXkFqcGdeQXVyNjg3MDAyMTY@._V1_.jpg
3162,One Deep Breath,Antony Hickling,2014,63,Drame,Thriller,,"Éros et Thanatos. Une grande respiration : c'est ce dont Maël pourrait avoir besoin pour faire face au suicide de son partenaire Adam, un événement tragique qui, outre un grand chagrin, l'a provoqué dans une dépression physique. Il est troublé par ses doutes sur le dernier acte radical de son amant, sur la manière dont il a mis fin à sa vie et à leur relation difficile. Mais son chagrin se transforme en colère lorsqu'il découvre qu'Adam entretenait une relation secrète à long terme avec une femme appelée Patricia : il fouille profondément dans ses propres souvenirs, se remémore les événements passés et finit par rencontrer sa rivale. De son côté, Patricia devra faire face à des dangers inattendus. Un mélodrame claustrophobe, au style narratif déstructuré et évocateur. Le réalisateur sud-africain Antony Hickling, 34 ans, confirme ici son talent visionnaire et sa capacité à adopter un nouveau point de vue sur le cinéma queer. Tous les interprètes sont strictement gays et transgenres, y compris Manuel Blanc, qui fut autrefois la muse d'André Téchiné.",1.4,https://m.media-amazon.com/images/M/MV5BMTc4ODYyMTQ1Ml5BMl5BanBnXkFtZTgwODM3MTM3MDE@._V1_.jpg
3163,Pop Redemption,Martin Le Gall,2013,94,Comédie,Musique,,(),4.49,https://m.media-amazon.com/images/M/MV5BMTQ4OTM4ODkzNF5BMl5BanBnXkFtZTgwODMzNzg5NjE@._V1_.jpg
